biz_no,open_id,session_id,app_page,action_type,time_spent,device_type,location,action_time,ip_city,page_value,grass_date
409,op1000551,op1000551_20251205_1,home_page,click,16512,desktop,重庆,2025-12-05 21:50:21,广州,,2025-12-05
410,op1000753,op1000753_20251205_1,home_page,tap,16676,tablet,北京,2025-12-05 13:46:34,苏州,,2025-12-05
411,op1000753,op1000753_20251205_1,cart_page,click,13438,tablet,上海,2025-12-05 13:51:07,广州,,2025-12-05
412,op1000753,op1000753_20251205_1,cart_page,click,29953,desktop,南京,2025-12-05 13:57:02,苏州,,2025-12-05
413,op1000753,op1000753_20251205_1,search_page,scroll,10823,desktop,重庆,2025-12-05 14:00:40,武汉,食品,2025-12-05
414,op1000753,op1000753_20251205_1,search_page,tap,26191,mobile,成都,2025-12-05 14:03:32,杭州,数码,2025-12-05
415,op1000753,op1000753_20251205_2,home_page,scroll,21674,tablet,武汉,2025-12-05 03:02:10,上海,,2025-12-05
416,op1000753,op1000753_20251205_2,cart_page,click,16005,desktop,重庆,2025-12-05 03:05:44,成都,,2025-12-05
417,op1000753,op1000753_20251205_3,home_page,click,13943,tablet,南京,2025-12-05 11:13:45,苏州,,2025-12-05
418,op1000753,op1000753_20251205_3,home_page,swipe,10042,mobile,成都,2025-12-05 11:16:40,上海,,2025-12-05
419,op1000753,op1000753_20251205_3,cart_page,swipe,7700,desktop,广州,2025-12-05 11:22:32,武汉,,2025-12-05
420,op1000753,op1000753_20251205_3,cart_page,scroll,28280,mobile,北京,2025-12-05 11:27:53,天津,,2025-12-05
421,op1000487,op1000487_20251205_1,home_page,input,22070,mobile,深圳,2025-12-05 00:56:22,广州,,2025-12-05
422,op1000487,op1000487_20251205_1,profile_page,input,4677,desktop,北京,2025-12-05 00:59:18,天津,,2025-12-05
423,op1000487,op1000487_20251205_1,home_page,input,7429,tablet,南京,2025-12-05 01:00:57,深圳,,2025-12-05
424,op1000487,op1000487_20251205_1,cart_page,tap,28522,tablet,西安,2025-12-05 01:05:54,广州,,2025-12-05
425,op1000487,op1000487_20251205_1,cart_page,scroll,27304,tablet,成都,2025-12-05 01:09:37,南京,,2025-12-05
1,op1000889,op1000889_20251206_1,home_page,input,29771,desktop,北京,2025-12-06 05:18:56,南京,,2025-12-06
2,op1000889,op1000889_20251206_1,profile_page,click,14197,tablet,武汉,2025-12-06 05:22:55,成都,,2025-12-06
3,op1000889,op1000889_20251206_1,product_page,input,23329,tablet,武汉,2025-12-06 05:25:30,北京,90161,2025-12-06
4,op1000889,op1000889_20251206_1,home_page,swipe,20340,desktop,成都,2025-12-06 05:29:51,北京,,2025-12-06
5,op1000889,op1000889_20251206_1,cart_page,tap,19980,desktop,西安,2025-12-06 05:33:49,广州,,2025-12-06
6,op1002428,op1002428_20251206_1,home_page,swipe,24536,mobile,成都,2025-12-06 18:14:46,南京,,2025-12-06
7,op1002428,op1002428_20251206_1,profile_page,tap,27906,mobile,上海,2025-12-06 18:17:54,苏州,,2025-12-06
8,op1002428,op1002428_20251206_1,search_page,input,27516,tablet,重庆,2025-12-06 18:23:24,成都,食品,2025-12-06
9,op1002428,op1002428_20251206_1,product_page,click,24374,tablet,北京,2025-12-06 18:28:35,成都,90174,2025-12-06
10,op1000005,op1000005_20251206_1,home_page,input,21207,desktop,西安,2025-12-06 23:00:19,杭州,,2025-12-06
11,op1000005,op1000005_20251206_1,product_page,click,21119,mobile,成都,2025-12-06 23:04:35,南京,90174,2025-12-06
12,op1000005,op1000005_20251206_2,home_page,tap,20532,tablet,广州,2025-12-06 01:21:35,北京,,2025-12-06
13,op1000005,op1000005_20251206_2,cart_page,input,24656,desktop,成都,2025-12-06 01:25:03,苏州,,2025-12-06
14,op1000005,op1000005_20251206_2,cart_page,input,15888,desktop,深圳,2025-12-06 01:28:47,杭州,,2025-12-06
15,op1000005,op1000005_20251206_2,home_page,input,20917,tablet,上海,2025-12-06 01:32:42,杭州,,2025-12-06
16,op1000005,op1000005_20251206_2,home_page,scroll,11001,tablet,成都,2025-12-06 01:34:01,广州,,2025-12-06
17,op1000005,op1000005_20251206_3,home_page,swipe,14780,desktop,广州,2025-12-06 08:00:43,北京,,2025-12-06
18,op1000005,op1000005_20251206_3,profile_page,scroll,29052,tablet,南京,2025-12-06 08:03:08,广州,,2025-12-06
19,op1000005,op1000005_20251206_3,cart_page,input,19727,tablet,北京,2025-12-06 08:06:33,上海,,2025-12-06
20,op1000140,op1000140_20251206_1,home_page,tap,27759,desktop,上海,2025-12-06 00:36:39,广州,,2025-12-06
21,op1000140,op1000140_20251206_1,cart_page,tap,25193,desktop,重庆,2025-12-06 00:38:56,深圳,,2025-12-06
22,op1000140,op1000140_20251206_2,home_page,input,9753,mobile,北京,2025-12-06 02:33:42,武汉,,2025-12-06
23,op1000140,op1000140_20251206_2,profile_page,input,19360,mobile,杭州,2025-12-06 02:37:29,苏州,,2025-12-06
24,op1000140,op1000140_20251206_2,cart_page,tap,16918,tablet,杭州,2025-12-06 02:43:26,苏州,,2025-12-06
25,op1000140,op1000140_20251206_2,search_page,input,25523,desktop,广州,2025-12-06 02:44:51,武汉,食品,2025-12-06
26,op1000140,op1000140_20251206_2,cart_page,click,9438,tablet,南京,2025-12-06 02:48:44,天津,,2025-12-06
27,op1000140,op1000140_20251206_3,home_page,input,18938,desktop,广州,2025-12-06 20:28:39,深圳,,2025-12-06
28,op1000140,op1000140_20251206_3,home_page,swipe,3721,tablet,成都,2025-12-06 20:31:53,成都,,2025-12-06
29,op1000140,op1000140_20251206_3,profile_page,swipe,16561,mobile,北京,2025-12-06 20:37:39,苏州,,2025-12-06
30,op1000140,op1000140_20251206_3,home_page,click,23459,tablet,重庆,2025-12-06 20:38:40,苏州,,2025-12-06
31,op1000784,op1000784_20251206_1,home_page,swipe,23344,tablet,北京,2025-12-06 09:08:53,南京,,2025-12-06
32,op1000784,op1000784_20251206_1,profile_page,scroll,20982,tablet,北京,2025-12-06 09:11:41,上海,,2025-12-06
33,op1000784,op1000784_20251206_1,search_page,scroll,1222,tablet,深圳,2025-12-06 09:13:52,武汉,服装,2025-12-06
34,op1000784,op1000784_20251206_2,home_page,swipe,14008,mobile,北京,2025-12-06 05:22:45,苏州,,2025-12-06
35,op1000784,op1000784_20251206_2,cart_page,swipe,26682,mobile,广州,2025-12-06 05:28:44,天津,,2025-12-06
36,op1000784,op1000784_20251206_2,product_page,input,2540,tablet,深圳,2025-12-06 05:30:56,成都,90053,2025-12-06
37,op1000784,op1000784_20251206_2,cart_page,swipe,11415,mobile,成都,2025-12-06 05:34:44,武汉,,2025-12-06
38,op1000784,op1000784_20251206_2,cart_page,swipe,13044,desktop,成都,2025-12-06 05:36:03,天津,,2025-12-06
39,op1000532,op1000532_20251206_1,home_page,swipe,24843,tablet,上海,2025-12-06 01:34:44,南京,,2025-12-06
40,op1000532,op1000532_20251206_1,home_page,scroll,10957,mobile,上海,2025-12-06 01:35:49,天津,,2025-12-06
41,op1000532,op1000532_20251206_1,profile_page,click,5410,tablet,南京,2025-12-06 01:38:02,南京,,2025-12-06
42,op1000532,op1000532_20251206_1,search_page,click,14411,desktop,成都,2025-12-06 01:43:28,成都,数码,2025-12-06
43,op1000532,op1000532_20251206_1,home_page,input,16814,tablet,武汉,2025-12-06 01:45:17,武汉,,2025-12-06
44,op1000792,op1000792_20251206_1,home_page,click,24019,tablet,深圳,2025-12-06 01:16:10,北京,,2025-12-06
45,op1000792,op1000792_20251206_1,profile_page,swipe,15271,mobile,成都,2025-12-06 01:21:35,武汉,,2025-12-06
46,op1000792,op1000792_20251206_1,product_page,tap,8322,desktop,西安,2025-12-06 01:24:18,广州,90102,2025-12-06
47,op1000792,op1000792_20251206_1,search_page,input,18641,desktop,深圳,2025-12-06 01:27:15,苏州,数码,2025-12-06
48,op1000792,op1000792_20251206_1,cart_page,input,24464,tablet,上海,2025-12-06 01:30:42,成都,,2025-12-06
49,op1000792,op1000792_20251206_2,home_page,swipe,15474,desktop,武汉,2025-12-06 22:17:27,杭州,,2025-12-06
50,op1000792,op1000792_20251206_2,home_page,click,1775,desktop,武汉,2025-12-06 22:20:09,杭州,,2025-12-06
51,op1000792,op1000792_20251206_2,product_page,tap,9975,tablet,杭州,2025-12-06 22:21:56,深圳,90102,2025-12-06
52,op1000792,op1000792_20251206_2,home_page,scroll,19611,mobile,西安,2025-12-06 22:26:09,上海,,2025-12-06
53,op1000158,op1000158_20251206_1,home_page,tap,5706,desktop,西安,2025-12-06 16:11:37,苏州,,2025-12-06
54,op1000158,op1000158_20251206_1,home_page,scroll,5615,desktop,深圳,2025-12-06 16:16:24,深圳,,2025-12-06
55,op1000158,op1000158_20251206_1,cart_page,scroll,22725,mobile,成都,2025-12-06 16:19:00,杭州,,2025-12-06
56,op1000158,op1000158_20251206_1,home_page,tap,10105,tablet,上海,2025-12-06 16:20:53,武汉,,2025-12-06
57,op1000158,op1000158_20251206_2,home_page,input,24533,tablet,武汉,2025-12-06 03:36:50,杭州,,2025-12-06
58,op1000158,op1000158_20251206_2,home_page,click,21263,mobile,广州,2025-12-06 03:38:21,苏州,,2025-12-06
59,op1000158,op1000158_20251206_2,product_page,click,6623,tablet,重庆,2025-12-06 03:40:29,成都,90195,2025-12-06
60,op1000158,op1000158_20251206_2,profile_page,tap,16779,desktop,北京,2025-12-06 03:45:42,南京,,2025-12-06
61,op1000158,op1000158_20251206_3,home_page,tap,15328,desktop,上海,2025-12-06 03:52:38,苏州,,2025-12-06
62,op1000158,op1000158_20251206_3,cart_page,tap,5180,desktop,成都,2025-12-06 03:58:32,上海,,2025-12-06
63,op1000158,op1000158_20251206_3,home_page,input,5776,mobile,成都,2025-12-06 04:04:08,北京,,2025-12-06
64,op1000802,op1000802_20251206_1,home_page,swipe,7382,tablet,杭州,2025-12-06 23:15:39,南京,,2025-12-06
65,op1000802,op1000802_20251206_1,product_page,swipe,14706,mobile,西安,2025-12-06 23:19:25,上海,90088,2025-12-06
66,op1000802,op1000802_20251206_2,home_page,swipe,3213,mobile,南京,2025-12-06 17:48:02,杭州,,2025-12-06
67,op1000802,op1000802_20251206_2,home_page,scroll,12938,desktop,北京,2025-12-06 17:52:02,上海,,2025-12-06
68,op1002478,op1002478_20251206_1,home_page,scroll,10273,mobile,重庆,2025-12-06 16:05:51,深圳,,2025-12-06
69,op1002478,op1002478_20251206_1,profile_page,scroll,18363,mobile,杭州,2025-12-06 16:10:12,杭州,,2025-12-06
70,op1002478,op1002478_20251206_1,cart_page,click,1168,mobile,重庆,2025-12-06 16:11:29,南京,,2025-12-06
71,op1002478,op1002478_20251206_1,profile_page,scroll,14371,mobile,西安,2025-12-06 16:16:55,上海,,2025-12-06
72,op1002478,op1002478_20251206_1,home_page,swipe,1825,tablet,北京,2025-12-06 16:19:08,苏州,,2025-12-06
73,op1002478,op1002478_20251206_2,home_page,scroll,24747,mobile,重庆,2025-12-06 01:40:42,深圳,,2025-12-06
74,op1002478,op1002478_20251206_2,home_page,input,21296,mobile,上海,2025-12-06 01:42:28,苏州,,2025-12-06
75,op1002478,op1002478_20251206_2,profile_page,click,2952,desktop,深圳,2025-12-06 01:45:08,南京,,2025-12-06
76,op1002478,op1002478_20251206_2,profile_page,swipe,3387,desktop,深圳,2025-12-06 01:50:18,苏州,,2025-12-06
77,op1002478,op1002478_20251206_2,product_page,click,1496,desktop,成都,2025-12-06 01:51:54,成都,90165,2025-12-06
78,op1002478,op1002478_20251206_3,home_page,input,4764,mobile,成都,2025-12-06 21:16:41,武汉,,2025-12-06
79,op1002478,op1002478_20251206_3,profile_page,click,16963,mobile,成都,2025-12-06 21:17:45,天津,,2025-12-06
80,op1001199,op1001199_20251206_1,home_page,scroll,4615,desktop,上海,2025-12-06 20:44:04,深圳,,2025-12-06
81,op1001199,op1001199_20251206_1,profile_page,scroll,1771,desktop,重庆,2025-12-06 20:49:22,上海,,2025-12-06
82,op1001199,op1001199_20251206_1,cart_page,swipe,7731,mobile,重庆,2025-12-06 20:51:47,杭州,,2025-12-06
83,op1001199,op1001199_20251206_1,search_page,tap,27351,desktop,广州,2025-12-06 20:56:24,成都,数码,2025-12-06
84,op1001199,op1001199_20251206_1,search_page,click,15374,desktop,西安,2025-12-06 20:59:58,南京,食品,2025-12-06
85,op1001587,op1001587_20251206_1,home_page,click,20005,desktop,西安,2025-12-06 03:38:36,成都,,2025-12-06
86,op1001587,op1001587_20251206_1,home_page,scroll,12106,desktop,重庆,2025-12-06 03:42:19,上海,,2025-12-06
87,op1001587,op1001587_20251206_1,home_page,scroll,8485,tablet,深圳,2025-12-06 03:46:44,上海,,2025-12-06
88,op1000948,op1000948_20251206_1,home_page,input,23036,desktop,西安,2025-12-06 07:40:33,广州,,2025-12-06
89,op1000948,op1000948_20251206_1,profile_page,input,7528,desktop,深圳,2025-12-06 07:42:46,杭州,,2025-12-06
90,op1000948,op1000948_20251206_1,home_page,input,16924,tablet,广州,2025-12-06 07:44:38,深圳,,2025-12-06
91,op1002101,op1002101_20251206_1,home_page,click,28344,tablet,武汉,2025-12-06 03:54:36,成都,,2025-12-06
92,op1002101,op1002101_20251206_1,product_page,click,6485,tablet,广州,2025-12-06 03:56:31,天津,90176,2025-12-06
93,op1002101,op1002101_20251206_1,search_page,input,17574,tablet,成都,2025-12-06 04:00:42,北京,数码,2025-12-06
94,op1002101,op1002101_20251206_1,profile_page,click,22022,mobile,广州,2025-12-06 04:04:21,上海,,2025-12-06
95,op1002101,op1002101_20251206_2,home_page,swipe,22231,mobile,成都,2025-12-06 21:21:59,苏州,,2025-12-06
96,op1002101,op1002101_20251206_2,home_page,swipe,15370,tablet,北京,2025-12-06 21:23:44,苏州,,2025-12-06
97,op1002616,op1002616_20251206_1,home_page,click,13475,tablet,北京,2025-12-06 08:41:36,天津,,2025-12-06
98,op1002616,op1002616_20251206_1,home_page,scroll,25908,tablet,上海,2025-12-06 08:46:56,成都,,2025-12-06
99,op1002616,op1002616_20251206_1,cart_page,scroll,9803,desktop,北京,2025-12-06 08:48:56,南京,,2025-12-06
100,op1002616,op1002616_20251206_1,profile_page,tap,10493,tablet,武汉,2025-12-06 08:51:08,深圳,,2025-12-06
101,op1002616,op1002616_20251206_1,profile_page,swipe,29337,mobile,重庆,2025-12-06 08:56:56,苏州,,2025-12-06
102,op1001854,op1001854_20251206_1,home_page,scroll,25189,desktop,北京,2025-12-06 13:12:01,苏州,,2025-12-06
103,op1001854,op1001854_20251206_1,cart_page,click,24445,desktop,西安,2025-12-06 13:14:47,武汉,,2025-12-06
104,op1001854,op1001854_20251206_1,cart_page,tap,24385,tablet,北京,2025-12-06 13:19:04,天津,,2025-12-06
105,op1001854,op1001854_20251206_1,product_page,input,22888,tablet,广州,2025-12-06 13:21:48,广州,90080,2025-12-06
106,op1001854,op1001854_20251206_1,search_page,click,13511,mobile,南京,2025-12-06 13:26:36,成都,食品,2025-12-06
107,op1001854,op1001854_20251206_2,home_page,click,16852,desktop,杭州,2025-12-06 05:53:55,深圳,,2025-12-06
108,op1001854,op1001854_20251206_2,cart_page,input,18330,mobile,成都,2025-12-06 05:56:42,南京,,2025-12-06
109,op1001854,op1001854_20251206_2,profile_page,scroll,7851,tablet,杭州,2025-12-06 05:58:08,苏州,,2025-12-06
110,op1001854,op1001854_20251206_2,product_page,swipe,19315,desktop,重庆,2025-12-06 06:00:33,广州,90080,2025-12-06
111,op1001854,op1001854_20251206_2,cart_page,input,6202,tablet,重庆,2025-12-06 06:04:40,成都,,2025-12-06
112,op1001478,op1001478_20251206_1,home_page,scroll,4659,mobile,成都,2025-12-06 21:14:32,成都,,2025-12-06
113,op1001478,op1001478_20251206_1,product_page,swipe,3918,desktop,深圳,2025-12-06 21:17:25,杭州,90084,2025-12-06
114,op1000326,op1000326_20251206_1,home_page,scroll,7242,desktop,西安,2025-12-06 19:13:00,北京,,2025-12-06
115,op1000326,op1000326_20251206_1,search_page,input,2753,mobile,深圳,2025-12-06 19:18:49,广州,服装,2025-12-06
116,op1000326,op1000326_20251206_1,cart_page,swipe,27225,tablet,南京,2025-12-06 19:21:21,北京,,2025-12-06
117,op1000326,op1000326_20251206_1,search_page,scroll,27721,mobile,武汉,2025-12-06 19:26:04,南京,服装,2025-12-06
118,op1000326,op1000326_20251206_1,home_page,scroll,6504,tablet,西安,2025-12-06 19:29:18,深圳,,2025-12-06
119,op1001867,op1001867_20251206_1,home_page,click,9805,tablet,武汉,2025-12-06 19:06:06,北京,,2025-12-06
120,op1001867,op1001867_20251206_1,product_page,swipe,16467,mobile,广州,2025-12-06 19:08:32,深圳,90125,2025-12-06
121,op1001867,op1001867_20251206_1,search_page,click,22072,desktop,广州,2025-12-06 19:10:18,成都,数码,2025-12-06
122,op1001867,op1001867_20251206_1,cart_page,click,16020,desktop,北京,2025-12-06 19:16:16,北京,,2025-12-06
123,op1001100,op1001100_20251206_1,home_page,tap,28644,mobile,南京,2025-12-06 21:07:17,广州,,2025-12-06
124,op1001100,op1001100_20251206_1,product_page,scroll,24694,desktop,重庆,2025-12-06 21:12:14,深圳,90063,2025-12-06
125,op1001100,op1001100_20251206_1,product_page,click,15918,mobile,广州,2025-12-06 21:14:27,天津,90032,2025-12-06
126,op1001100,op1001100_20251206_1,cart_page,click,5931,desktop,北京,2025-12-06 21:16:39,成都,,2025-12-06
127,op1001100,op1001100_20251206_2,home_page,click,3023,tablet,上海,2025-12-06 17:18:41,上海,,2025-12-06
128,op1001100,op1001100_20251206_2,cart_page,swipe,8352,desktop,南京,2025-12-06 17:22:18,天津,,2025-12-06
129,op1001100,op1001100_20251206_2,cart_page,scroll,17293,desktop,北京,2025-12-06 17:25:26,苏州,,2025-12-06
130,op1001100,op1001100_20251206_2,cart_page,tap,4345,desktop,广州,2025-12-06 17:30:18,上海,,2025-12-06
131,op1001868,op1001868_20251206_1,home_page,input,6887,mobile,南京,2025-12-06 21:40:04,广州,,2025-12-06
132,op1001868,op1001868_20251206_1,profile_page,input,5194,desktop,深圳,2025-12-06 21:45:16,上海,,2025-12-06
133,op1001868,op1001868_20251206_2,home_page,click,9459,desktop,武汉,2025-12-06 22:27:18,南京,,2025-12-06
134,op1001868,op1001868_20251206_2,profile_page,tap,24427,desktop,上海,2025-12-06 22:30:34,北京,,2025-12-06
135,op1001868,op1001868_20251206_2,product_page,click,21345,tablet,南京,2025-12-06 22:36:09,杭州,90043,2025-12-06
136,op1001868,op1001868_20251206_2,cart_page,click,7347,mobile,深圳,2025-12-06 22:40:53,深圳,,2025-12-06
137,op1001868,op1001868_20251206_3,home_page,click,15079,tablet,广州,2025-12-06 06:59:08,广州,,2025-12-06
138,op1001868,op1001868_20251206_3,product_page,scroll,21100,desktop,重庆,2025-12-06 07:01:02,南京,90043,2025-12-06
139,op1000077,op1000077_20251206_1,home_page,click,6785,tablet,深圳,2025-12-06 20:45:57,武汉,,2025-12-06
140,op1000077,op1000077_20251206_1,product_page,input,7441,tablet,武汉,2025-12-06 20:50:48,深圳,90083,2025-12-06
141,op1000077,op1000077_20251206_1,search_page,tap,27377,mobile,上海,2025-12-06 20:56:08,广州,数码,2025-12-06
142,op1000077,op1000077_20251206_1,search_page,input,21210,tablet,上海,2025-12-06 20:59:13,苏州,服装,2025-12-06
143,op1000077,op1000077_20251206_1,home_page,swipe,27814,tablet,杭州,2025-12-06 21:01:47,武汉,,2025-12-06
144,op1002389,op1002389_20251206_1,home_page,swipe,18955,mobile,北京,2025-12-06 18:55:08,苏州,,2025-12-06
145,op1002389,op1002389_20251206_1,home_page,click,20873,mobile,武汉,2025-12-06 18:57:40,上海,,2025-12-06
146,op1002389,op1002389_20251206_2,home_page,swipe,5060,mobile,北京,2025-12-06 07:54:11,上海,,2025-12-06
147,op1002389,op1002389_20251206_2,product_page,scroll,6479,mobile,广州,2025-12-06 07:56:51,上海,90124,2025-12-06
148,op1002389,op1002389_20251206_2,cart_page,click,2132,mobile,西安,2025-12-06 08:02:43,深圳,,2025-12-06
149,op1002389,op1002389_20251206_3,home_page,tap,23550,mobile,成都,2025-12-06 21:56:31,苏州,,2025-12-06
150,op1002389,op1002389_20251206_3,profile_page,click,13636,tablet,北京,2025-12-06 22:01:01,北京,,2025-12-06
151,op1002389,op1002389_20251206_3,search_page,tap,10113,tablet,北京,2025-12-06 22:02:19,深圳,服装,2025-12-06
152,op1002389,op1002389_20251206_3,profile_page,click,29921,mobile,北京,2025-12-06 22:08:02,广州,,2025-12-06
153,op1001763,op1001763_20251206_1,home_page,input,11972,desktop,上海,2025-12-06 20:55:36,南京,,2025-12-06
154,op1001763,op1001763_20251206_1,profile_page,click,29544,desktop,南京,2025-12-06 21:00:56,苏州,,2025-12-06
